       CRIM          ZN       INDUS       CHAS         NOX           RM          AGE           DIS        RAD         TAX     PTRATIO            B        LSTAT         MEDV
 0.10804     -0.487722    1.016      -0.272599   1.85988     0.161507     0.690768    -0.606972      1.66125    1.53093     0.806576    0.196108    -0.681674     0.268523
-0.00521859  -0.487722    1.016      -0.272599   0.218592    0.217069     0.22848     -0.427139      1.66125    1.53093     0.806576    0.402348     0.239268     0.0726157
-0.409924    -0.487722   -1.26602    -0.272599  -0.576134    1.23997      0.840122    -0.520264     -0.752922  -1.27835    -0.303094    0.410571    -1.09799      1.67253
 4.9031      -0.487722    1.016      -0.272599   1.19472    -2.51543      1.11749     -1.01579       1.66125    1.53093     0.806576   -2.94288      3.41        -1.69055
-0.415512     2.94584    -1.34627    -0.272599  -1.22401    -0.885617    -1.65979      3.22807      -0.637962  -0.440915    1.63883     0.286454    -0.645229    -0.471572
-0.395892    -0.487722   -0.375976   -0.272599  -0.299707   -0.210329     0.669431    -0.513562     -0.523001  -0.143951    1.13023     0.414409     0.110308    -0.35185
-0.378845    -0.487722   -0.720322    3.6684    -0.412006    0.949344     0.708548    -0.443682     -0.17812   -0.601276   -0.488039    0.384037    -0.41254      0.453547
-0.380944    -0.487722    1.569      -0.272599   0.598679    0.246987     1.07838     -0.796977     -0.637962   0.170831    1.26894     0.420658    -0.00743808  -0.362734
-0.418529     3.37504    -1.33022    -0.272599  -1.24992     0.631645    -1.15483      3.96052      -0.523001  -1.31399    -0.672984    0.304655    -1.14285      0.823594
-0.41667     -0.487722   -0.867691   -0.272599  -0.342899   -0.321452    -1.11215      0.483525     -0.523001  -1.09424     0.806576    0.432719    -0.580749    -0.210362
 0.149504    -0.487722    1.016      -0.272599   0.659147   -1.87291      1.11749     -1.17062       1.66125    1.53093     0.806576    0.206634    -1.31666      2.98946
-0.403141     0.585267   -0.876445   -0.272599  -0.878475   -0.774493    -0.0844528    1.63069      -0.17812   -0.73788     0.575395    0.421426     0.0696575   -0.417153
-0.41552      0.714026    0.569516   -0.272599  -0.783454   -0.0507668    0.31027     -0.0855867    -0.637962  -0.82103    -0.118149    0.441052    -0.289187    -0.210362
-0.417972     2.08745    -1.19745    -0.272599  -1.32767     0.73422     -2.08651      1.15256      -0.982843  -0.850726   -1.32029     0.402348    -1.06855      0.932432
-0.386664    -0.487722    1.569      -0.272599   0.598679   -0.157616     0.889907    -1.0378       -0.637962   0.170831    1.26894     0.344346     1.61297     -0.928689
-0.149253    -0.487722    1.23194    -0.272599   2.73235    -1.56518      0.897019    -1.07692      -0.523001  -0.0311049  -1.73642     0.00346439   2.19609     -0.515107
-0.417984     3.05314    -1.32876    -0.272599  -1.20673     1.88819     -1.88026      1.17652      -0.867883  -0.357765   -1.73642     0.424386    -1.33769      2.15141
-0.289414    -0.487722    1.23194     3.6684     2.73235    -1.81307      0.690768    -1.03861      -0.523001  -0.0311049  -1.73642    -0.146857    -0.0747215   -0.7872
-0.416979    -0.487722   -0.867691   -0.272599  -0.342899   -0.555096    -0.319153     0.865152     -0.523001  -1.09424     0.806576    0.418136    -0.293393    -0.43892
 1.24754     -0.487722    1.016      -0.272599   0.512296   -0.07926      0.690768    -0.876506      1.66125    1.53093     0.806576    0.292156     0.0640506   -0.123292
-0.394346     0.0487722  -0.476654   -0.272599  -0.265154    0.131589     0.914799     1.21298      -0.523001  -0.577519   -1.50524     0.393028     1.09293     -0.819852
-0.409968     0.370669   -0.609431    3.6684    -0.783454   -0.51948     -0.251588     0.0582124    -0.752922  -1.10018     0.0667958   0.38009      0.139744    -0.199478
-0.40713     -0.487722   -1.20328    -0.272599  -0.947582   -0.173287     0.0364531   -0.142536     -0.867883  -0.785394   -0.210622    0.385463    -0.184057    -0.123292
-0.400215    -0.487722   -0.0797801   3.6684    -0.567496   -0.462493     0.836566     0.0390075    -0.637962  -0.779455    0.0667958   0.401032     0.647173    -0.0906405
-0.407333     0.799865   -0.905627   -0.272599  -1.09443     0.872412    -0.507624     1.20794      -0.408041  -0.642851   -0.857929    0.379103    -0.17845     -0.0579893
-0.418851     3.80423    -1.43236    -0.272599  -1.24129     0.757015    -0.99836      2.15331      -0.523001  -0.90418    -1.55147     0.397194    -1.21994      0.98685
-0.416401     0.971543   -0.736372   -0.272599  -1.05124     0.435042    -1.00192      0.806539     -0.293081  -0.470612   -1.08911     0.428443    -0.441977    -0.0579893
 1.24754     -0.487722    1.016      -0.272599   1.25519    -2.00112      1.11749     -1.04845       1.66125    1.53093     0.806576    0.178127     2.51849     -1.34227
 0.075385    -0.487722    1.016      -0.272599   1.85988    -0.245945     0.452512    -0.611297      1.66125    1.53093     0.806576    0.373511     0.00237409   0.00731319
-0.409178    -0.487722   -0.75534    -0.272599  -0.481112   -0.632028    -0.255144    -0.198297     -0.523001  -0.767576    0.344213    0.229001    -0.174245    -0.275664
 0.539339    -0.487722    1.016      -0.272599   1.36749     1.57904      1.0926      -0.638108      1.66125    1.53093     0.806576    0.210471     0.572881    -0.515107
-0.274843    -0.487722   -0.437258   -0.272599  -0.144217   -1.01811      1.04993      0.00135828   -0.637962  -0.601276    1.17647     0.218147     1.17283     -0.972224
 0.821394    -0.487722    1.016      -0.272599   1.60073     0.248411     0.93258     -0.85906       1.66125    1.53093     0.806576   -3.43858      1.58774     -1.16813
-0.416484     1.01446    -0.740749   -0.272599  -1.00891    -0.361342    -1.61         1.35274      -0.982843  -0.619094   -0.71922     0.0611369   -0.676067    -0.340967
-0.409448    -0.487722    0.247057   -0.272599  -1.01669     0.00194553  -0.838337     0.336351     -0.523001  -0.0608014   0.113032    0.291169    -0.520474    -0.123292
-0.418448     3.58964    -1.41047    -0.272599  -1.31039     1.21148     -1.94427      1.83414      -0.752922  -0.0370442  -0.672984    0.302901    -1.14985      1.12834
-0.410385    -0.487722    0.247057   -0.272599  -1.01669    -0.206055    -0.809889     0.140451     -0.523001  -0.0608014   0.113032    0.332066    -0.334043    -0.188594
-0.324479     0.370669   -1.0457     -0.272599   0.797361    1.48502      0.921911    -0.815849     -0.523001  -0.856665   -2.52243     0.402896    -0.196673     0.921548
-0.399823    -0.487722   -0.211099   -0.272599   0.261784   -1.01953      0.175139    -0.663208     -0.408041  -0.102376    0.344213    0.428662     0.342996    -0.547758
-0.102356    -0.487722    1.23194    -0.272599   2.73235    -0.979644     0.936136    -1.07878      -0.523001  -0.0311049  -1.73642    -0.0528924    1.2331      -0.776317
 1.06933     -0.487722    1.016      -0.272599   1.60073    -0.613507     0.996589    -0.902936      1.66125    1.53093     0.806576   -1.27355      1.56111     -1.27697
-0.417342    -0.487722   -0.593381   -0.272599  -0.740262    1.28271     -0.265812     0.55716      -0.867883  -0.987329   -0.303094    0.396427    -1.20873      1.32425
-0.41428      0.413589   -0.802031   -0.272599  -0.999412    0.322494    -1.68823      1.43545      -0.637962  -0.98139    -0.765457    0.441052    -1.03351      0.268523
-0.359987     0.370669   -1.0457     -0.272599   0.797361    3.01082      0.81523     -0.716164     -0.523001  -0.856665   -2.52243     0.33097     -0.945201     2.85886
-0.377583     0.456508   -0.769931   -0.272599  -1.06852     2.8128      -2.13985      2.42992      -0.293081  -0.464673    0.297977    0.441052    -1.27741      2.20583
 0.353937    -0.487722    1.016      -0.272599   1.36749     0.04611      0.512965    -0.504197      1.66125    1.53093     0.806576    0.441052     0.187403    -0.330083
-0.344101     0.370669   -1.0457     -0.272599   0.797361    0.794056     1.11749     -0.848221     -0.523001  -0.856665   -2.52243     0.386559    -0.806429     0.823594
-0.414602    -0.487722   -0.867691   -0.272599  -0.342899    0.0446853   -1.0837       1.26608      -0.523001  -1.09424     0.806576    0.362218    -0.977441    -0.0362218
 0.239316    -0.487722    1.016       3.6684     0.659147    0.567535     1.0037      -1.15911       1.66125    1.53093     0.806576    0.204551    -1.25078      2.98946
-0.399385    -0.487722   -0.548149   -0.272599  -0.532942    0.130165    -0.507624     0.35432      -0.523001  -0.720062    0.529158    0.441052    -0.810634     0.0617319
-0.408871    -0.487722   -1.26602    -0.272599  -0.576134    0.396576     0.961028    -0.45067      -0.752922  -1.27835    -0.303094    0.441052    -0.977441     1.0848
-0.246386    -0.487722    1.23194    -0.272599   2.73235    -1.2546       1.11749     -1.04745      -0.523001  -0.0311049  -1.73642    -0.165277     0.0878801   -0.319199
 0.481635    -0.487722    1.016      -0.272599   1.36749     0.0233154    0.537857    -0.481046      1.66125    1.53093     0.806576   -0.926094     0.501393    -0.830735
-0.409734     0.971543   -0.736372   -0.272599  -1.05124     0.299699    -1.78425      0.806539     -0.293081  -0.470612   -1.08911     0.295336    -0.558321     0.420896
